陆法和,位于,江陵百里洲
朱元英,位于,南郡
法和,位于,青溪山
王僧,位于,巴陵
法和,任职,都督
法和,任职,郢州刺史
法和,任职,江乘县公
法和,号,司徒
王褒,任职,仆射
法和,任职,司徒
法和,任职,都督
法和,任职,刺史
梁人,去往,魏
王岳,位于,清河
法和,任职,大都督
法和,任职,太尉公
莅弟簉,任职,散骑常侍
莅弟簉,任职,仪同三司
莅弟簉,任职,湘州刺史
莅弟簉,任职,义兴县公
王琳,名,子珩
王琳,出生地,会稽山阴
王琳,父,显嗣
王琳,同名于,琳
宋子仙,同名于,子仙
陆纳,任职,长史
黄罗汉,任职,廷尉卿
张载,任职,太府卿
琳,任职,雍州刺史
琳,管理,武宁
琳,去往,长沙
琳,管理,魏平江陵
李騊駼册,任职,中书令
琳,任职,使持节
琳,任职,侍中
琳,任职,大将军
琳,任职,中书监
琳,任职,安城郡公
吴明,任职,安州刺史
安都,任职,司空侯
袁泌,任职,左长史
刘仲威,任职,御史中丞
裴景晖,任职,刺史
卢潜,任职,行台左丞
琳,位于,寿阳
卢潜,任职,行台尚书
敬,父,琳
琳,子,敬
萧明,出生地,兰陵
梁武帝,兄,王懿
侯景,同名于,侯
王僧,任职,太尉
陈霸,任职,司空
方智,任职,丞相
裴英,任职,侍中
王僧辩,任职,大司马
明,号,闵皇帝
萧祗,名,敬式
王恢,位于,鄱阳
萧放,名,希逸
徐之才,出生地,丹阳
徐之才,父,雄
雄,位于,兰陵
雄,任职,太守
刘孝绰,位于,彭城
裴子野,位于,河东
张嵊,位于,吴郡
齐神武,去往,晋阳
胡长仁,任职,左仆射
士开,任职,右仆射
之才,任职,侍中
之才,任职,太子太师
林,名,少卿
林,任职,太尉司马
之范,任职,太常卿
裴让之,朋友,杨愔
杨愔,同名于,愔
高德政,任职,侍中
诹之,名,士正
诹之,任职,太学博士
常景,同名于,景
诹之,位于,河南
诹之,号,洛阳遗彦
诹之,位于,南山
王元,任职,刺史
谳之,名,士平
谳之,任职,司徒主簿
皇甫和,名,长谐
皇甫和,祖先,澄
皇甫和,父,徽
徽,名,子玄
李构,名,祖基
李构,出生地,黎阳
李构,祖先,平
构,任职,谯州刺史
构,任职,开府参军
庶,葬于,临漳狱
庶,兄,岳
张宴之,名,熙德
崔子,任职,御史
卬,任职,给事黄门侍郎
卬,升迁,吏部郎中
王松年,升迁,通直散骑常侍
夏禹,名,文命
禹,父,鲧
鲧,父,帝颛顼
颛顼,父,昌意
昌意,父,黄帝
黄帝,玄孙,禹
禹,曾大父,昌意
禹,父,鲧
昌意,任职,臣
鲧,任职,臣
鲧,子,禹
伯禹,任职,司空
禹,父,鲧
皋陶,任职,士
禹,子,启
夔,任职,乐
舜,子,商均
禹,姓,姒氏
帝禹,子,启
禹,子,启
启,同名于,夏后帝启
禹,子,夏后帝启
启,作,甘誓
夏后帝启,子,帝太康
太康,弟,中康
中康,同名于,帝中康
胤,作,胤征
中康,子,帝相
帝相,子,帝少康
帝少康,子,帝予
帝予,子,帝槐
帝槐,子,帝芒
帝芒,子,帝泄
帝泄,子,帝不降
帝不降,弟,帝扃
帝扃,子,帝廑
帝不降,子,孔甲
孔甲,子,帝皋
帝皋,子,帝发
帝发,子,帝履癸
帝履癸,同名于,桀
桀,去往,鸣条
禹,姓,姒姓
禹,葬于,会稽
会稽,同名于,会计
太祖,子,友贞
友贞,任职,均王
友贞,任职,左天兴军使
友珪,杀,友文
友文,任职,博王
王,任职,东京留守
王,任职,开封尹
敬翔,任职,中书侍郎
敬翔,任职,同中书门下平章事
李振,任职,户部尚书
李振,任职,崇政院使
赵岩,任职,驸马都尉
赵岩,去往,东都
马慎交,去往,魏州
舜贤,任职,小校王
舜贤,去往,洛阳
袁象先,任职,左龙虎统军
友珪,杀,先皇帝
象先,杀,友珪
赵岩,去往,东都
友文,任职,博王
姚洎,任职,御史大夫
姚洎,任职,中书侍郎
姚洎,任职,同中书门下平章事
于兢,贬职,莱州司马
蒋殷,任职,武宁军节度使
牛存节,任职,天平军节度使
贺德伦,任职,平卢军节度使
贺德伦,任职,天雄军节度使
张筠,任职,宣徽使
张筠,任职,节度使
贺德伦,依附,晋
李存勖,任职,晋王
李存勖,去往,魏州
友孜,任职,康王
温昭图,管理,耀州
刘掞,任职,镇南军节度使
刘掞,去往,滑州
李霸,任职,捉生都将
张温,任职,捉生都将
张筠,去往,京师
阎宝,任职,安国军节度使
阎宝,依附,晋
赵光逢,任职,太子太保
赵光逢,任职,司空兼门下侍郎
赵光逢,任职,同中书门下平章事
戴思远,任职,横海军节度使
戴思远,去往,京师
张源德,任职,守将
郑珏,任职,中书侍郎
郑珏,任职,同中书门下平章事
刘璩,任职,右千牛卫大将军
贺瑰,任职,宣义军节度使
贺瑰,任职,北面行营招讨使
萧顷,任职,尚书吏部侍郎
萧顷,任职,中书侍郎
萧顷,任职,同中书门下平章事
贺瑰,杀,谢彦章
贺瑰,杀,孟审澄
贺瑰,杀,侯温裕
张守进,任职,泰宁军节度使
张守进,依附,晋
刘鄩,任职,亳州团练使
刘鄩,任职,兖州安抚制置使
王瓒,任职,开封尹
王瓒,任职,北面行营招讨使
霍彦威,任职,天平军节度使
霍彦威,任职,北面行营招讨使
李琪,任职,尚书左丞
李琪,任职,中书侍郎
李琪,任职,同中书门下平章事
朱友谦,任职,河中节度使
程全晖,任职,节度使
刘鄩,任职,泰宁军节度使
母乙,位于,陈州
郎公远,任职,供奉官
张文礼,隶属于,赵
张文礼,杀,镕
友能,任职,陈州刺史
友能,任职,惠王
友能,贬职,房陵侯
戴思远,任职,天平军节度使
戴思远,任职,北面行营招讨使
段凝,任职,滑州兵马留后
李存儒,任职,刺史
戴思远,出生地,淇门
李继韬,出生地,潞州
王彦章,任职,宣义军节度使
王彦章,任职,北面行营招讨使
段凝,任职,北面行营招讨使
康延孝,任职,先锋将
康延孝,依附,唐
王彦章,任职,宣义军节度使
庄宗光圣神闵孝皇帝,同名于,朱邪
朱邪,同名于,庄宗光圣神闵孝皇帝
朱邪,出生地,西突厥
朱邪,同名于,沙陀
沙陀,姓,朱邪
赞普,隶属于,吐蕃
金满州,属于,北庭
尽忠,去往,甘州
尽忠,子,执宜
执宜,依附,唐
执宜,位于,盐州
范希朝,任职,河西节度使
希朝,去往,太原
神武川,属于,定襄
执宜,子,赤心
康承训,任职,神策大将军
庞勋,位于,徐州
朱邪赤心,任职,太原行营招讨
国昌,任职,大同军防御使
国昌,任职,云州刺史
国昌,子,克用
克用,任职,云州守捉使
克用,杀,段文楚
克用,管理,云州
段文楚,任职,大同军防御使
克用,任职,留后
卢简方,任职,太仆卿
卢简方,任职,振武节度使
简方,去往,岚州
李业,任职,太原节度使
业,子,钧
钧,任职,灵武节度使
钧,任职,宣慰沙陀六州三部落使
克用,升迁,大同军防御使
赫连铎,隶属于,吐浑
国昌,管理,蔚州
克用,管理,新城
铎,升迁,大同军使
李钧,任职,代北招讨使
沙陀,作战,遮虏军
沙陀,作战,苛岚军
李琢,任职,招讨使
李可举,管理,幽州
赫连铎,管理,云州
克用,叔父,友金
克用,依附,达靼
克用,号,李鸦儿
克用,号,独眼龙
陈景思,任职,代北起军使
克用,任职,代州刺史
克用,任职,雁门以北行营节度使
郑从谠,任职,节度使
景思,去往,京师
克用,去往,京师
黄邺,任职,巢将
克用,升迁,检校司空
克用,升迁,同中书门下平章事
克用,升迁,河东节度使
国昌,任职,雁门以北行营节度使
孟方立,隶属于,昭义
方立,去往,山东
黄巢,去往,蔡州
郭景铢,任职,侍者
薛铁山,依附,克用
贺回鹘,依附,克用
克用,升迁,陇西郡王
王重荣,管理,河中
田令孜,任职,宦者
重荣,去往,兖州
王处存,管理,定州
王处存,任职,河中节度使
朱玫,管理,邠州
李昌符,管理,凤翔
天子,去往,兴元
煴,任职,襄王
杨复恭,任职,天下兵马都监
杨复恭,朋友,克用
刘崇望,任职,谏议大夫
孟方立,弟,迁
李匡威,管理,幽州
张浚,任职,宰相
僖宗,去往,兴元
浚,任职,太原四面行营兵马都统
韩建,任职,副使
冯霸,任职,潞州将
冯霸,叛附,梁
葛从周,管理,潞州
孙揆,任职,京兆尹
孙揆,任职,昭义军节度使
克用,升迁,河东节度使
克用,升迁,陇西郡王
克用,升迁,检校太师兼中书令
李存孝,任职,前军
刘仁恭,任职,留后
王重盈,管理,河中
王重盈,子,珂
王重盈,子,珙
李茂贞,管理,凤翔
王行瑜,管理,邠宁
韩建,管理,华州
崔胤,任职,宰相
崔胤,任职,河中节度使
珙,弟,瑶
王行约,管理,同州
王行约,去往,京师
天子,去往,邠州
茂贞,子,阎圭
戒丕,任职,延王
允兄,任职,丹王
克用,任职,邠宁四面行营都统
昭宗,去往,京师
克用,杀,王行瑜
王行瑜,去往,庆州
克用,升迁,忠正平难功臣
张浚,任职,相
存信,去往,洺州
薛志勤,任职,潞州守将
李罕之,管理,潞州
李罕之,依附,朱全忠
嗣昭,去往,青山口
全忠,任职,梁王
氏叔琮,管理,天井
张文敬,管理,新口
葛从周,管理,土门
王处直,管理,飞狐
白奉国,任职,别将
张鄂,任职,辽州守将
张鄂,依附,梁
李瑭皆,任职,汾州守将
李瑭皆,依附,梁
克用,朋友,阿保机
刘仁恭,任职,燕王
克用,子,存勖
克用,子,存勖
克用,葬于,雁门
朱邪,同名于,沙陀
朱邪,姓,朱邪
沙陀,姓,朱邪
朱邪,祖先,拔野古
朱邪孤注,隶属于,处月
朱邪尽忠,子,执宜
朱邪尽忠,号,沙陀
朱邪尽忠,姓,朱邪
殷契,母,简狄
娀氏,女,简狄
契,子,昭明
昭明,子,相土
相土,子,昌若
昌若,子,曹圉
曹圉,子,冥
冥,子,振
振,子,微
微,子,报丁
报丁,子,报乙
报乙,子,报丙
报丙,子,主壬
主壬,子,主癸
主癸,子,天乙
天乙,同名于,成汤
汤,位于,亳
伊尹,名,阿衡
汤,任职,媵臣
伊尹,作,女鸠
汤,号,武王
汤,作,汤誓
桀,去往,鸣条
义伯,作,典宝
仲伯,作,典宝
汤,作,夏社
汤,去往,亳
伊尹,作,咸有一德
咎单,作,明居
太丁,弟,外丙
外丙,同名于,帝外丙
外丙,弟,中壬
中壬,同名于,帝中壬
太丁,子,太甲
成汤,玄孙,太甲
成汤,同名于,帝太甲
伊尹,作,伊训
伊尹,作,徂后
伊尹,作,肆命
帝太甲,位于,桐宫
帝太甲,号,太宗
太宗,子,沃丁
沃丁,同名于,帝沃丁
伊尹,葬于,亳
咎单,作,沃丁
沃丁,弟,太庚
太庚,同名于,帝太庚
帝太庚,子,帝小甲
雍己,同名于,帝雍己
帝雍己,弟,太戊
太戊,同名于,帝太戊
伊陟,任职,相
巫咸,作,咸艾
巫咸,作,太戊
中宗,子,帝中丁
帝中丁,去往,隞
祖乙,去往,邢
帝中丁,弟,外壬
河亶甲,位于,相
外壬,同名于,帝外壬
帝外壬,弟,河亶甲
河亶甲,弟,帝河亶甲
帝祖辛,弟,沃甲
祖乙,子,帝祖辛
沃甲,兄,祖辛
祖辛,子,祖丁
帝祖丁,弟,沃甲
沃甲,子,南庚
南庚,同名于,帝南庚
帝祖丁,子,阳甲
阳甲,同名于,帝阳甲
帝阳甲,弟,盘庚
盘庚,同名于,帝盘庚
小辛,同名于,帝小辛
帝盘庚,弟,小辛
帝小辛,弟,小乙
小乙,同名于,帝小乙
帝小乙,子,帝武丁
说,位于,傅险
帝武丁,子,帝祖庚
祖己,作,高宗肜日及训
帝祖庚,弟,祖甲
帝甲,子,帝廪辛
帝廪辛,弟,庚丁
庚丁,同名于,帝庚丁
帝庚丁,子,帝武乙
武乙,子,帝太丁
帝太丁,子,帝乙
帝乙,子,微子启
辛,母,正后
帝乙,子,辛
辛,同名于,帝辛
帝辛,同名于,纣
西伯昌,任职,三公
九侯,任职,三公
鄂侯,任职,三公
西伯,位于,羑里
周武王,去往,盟津
纣,去往,鹿台
周武王,杀,妲己
纣,子,武庚
纣,子,禄父
符习,出生地,赵州
符习,出生地,昭庆
符习,隶属于,王镕
符习,任职,军校
昭庆,属于,赵州
王镕,任职,赵王
德胜,杀,王镕
张文礼,杀,王镕
王镕,任职,赵王
佗,隶属于,庄宗
习,任职,天平军节度使
习,任职,东南面招讨使
杨希望,任职,平卢监军
王公俨,任职,指挥使
公俨,杀,希望
房知温,管理,平卢
公俨,任职,登州刺史
知温,杀,公俨
习,管理,天平
习,管理,宣武
习,任职,太子太师
习,去往,昭庆
习,子,令谦
令谦,任职,赵州刺史
习,任职,太师
习,子,令谦
习,子,蒙
令谦,任职,赵州刺史
蒙,任职,成德军节度副使
蒙,隶属于,晋
蒙,任职,礼部侍郎
乌震,出生地,冀州
乌震,出生地,信都
信都,属于,冀州
乌震,隶属于,王镕
乌震,任职,军卒
乌震,任职,裨校
乌震,隶属于,符习
王镕,任职,赵王
习,隶属于,庄宗
张文礼,杀,镕
震,隶属于,文礼
震,任职,刺史
震,管理,深
震,管理,赵
震,任职,刺史
震,任职,冀州刺史
孔谦,出生地,魏州
孔谦,任职,魏州孔目官
孔谦,任职,度支使
晋,作战,梁
谦,任职,副
张宪,任职,魏博观察使
张宪,任职,判官
张宪,任职,使
邺,同名于,北都
豆卢革,任职,宰相
王正言,任职,兴唐尹
王正言,任职,租庸使
景进,任职,赖伶官
谦,任职,租庸使
谦,任职,丰财赡国功臣
明宗,杀,谦
张延朗,出生地,汴州
张延朗,出生地,开封
开封,属于,汴州
张延朗,隶属于,梁
张延朗,任职,租庸吏
张延朗,任职,郓州粮料使
延朗,隶属于,明宗
延朗,任职,粮料使
延朗,管理,宣武
延朗,管理,成德
延朗,任职,元从孔目官
延朗,任职,庄宅使
延朗,任职,宣徽北院使
明宗,杀,孔谦
孔谦,任职,租庸使
延朗,升迁,特进
延朗,升迁,工部尚书
延朗,升迁,充诸道盐铁转运等使
延朗,升迁,判户部度支事
延朗,任职,三司使
延朗,任职,泰宁
高祖,杀,延朗
李严,出生地,幽州
李严,名,让坤
李严,隶属于,刘守光
李严,任职,刺史
李严,任职,后事庄宗为客省使
宋光嗣,任职,衍枢密使
杨氏,管理,淮南
李公,管理,凤翔
继岌,任职,魏王
延孝,去往,汉州
严,任职,客省使
严,任职,泗州防御使
孟知祥,管理,蜀
孟知祥,名,知祥
严,隶属于,庄宗
知祥,隶属于,庄宗
知祥,任职,中门使
李仁矩,隶属于,明宗
李仁矩,任职,客省使
明宗,任职,客将
李仁矩,任职,左卫大将军
董璋,任职,东川节度使
安重诲,名,重诲
仁矩,任职,节度使
阆州,属于,东川
璋,子,光业
李虔徽,任职,枢密承旨
荀咸乂,隶属于,重诲
荀咸乂,管理,阆州
毛璋,出生地,沧州
戴思远,任职,横海军节度使
璋,隶属于,思远
璋,任职,军校
璋,依附,晋
璋,任职,贝州刺史
晋,作战,梁
璋,升迁,华州节度使
璋,管理,昭义
边蔚切,任职,判官
继岌,任职,魏王
董璋,管理,东川
璋,子,廷赟
璋,去往,御史狱
廷赟,去往,蜀
赵延祚,名,延祚
吕梦奇,任职,中丞
璋,去往,儒州
太祖,同名于,神武元圣孝皇帝
太祖,姓,朱氏
太祖,出生地,宋州
太祖,出生地,砀山
太祖,出生地,午沟里
太祖,父,诚
砀山,属于,宋州
午沟里,属于,砀山
诚,子,全昱
诚,子,存
诚,子,温
刘崇,出生地,萧县
黄巢,名,巢
温,任职,东南面行营先锋使
温,任职,同州防御使
天子,位于,蜀
王重荣,管理,河中
孟楷,依附,巢
孟楷,任职,中尉
谢瞳,依附,温
天子,位于,蜀
严实,任职,监军
王铎承,任职,都统
温,升迁,左金吾卫大将军
温,升迁,河中行营招讨副使
温,同名于,全忠
全忠,升迁,汴州刺史
全忠,升迁,宣武军节度使
巢,去往,蓝田
秦宗权,任职,节度使
秦宗权,依附,巢
时溥,管理,徐州
时溥,任职,东南面行营兵马都统
赵犨,任职,陈州刺史
溥,任职,都统
犨,依附,全忠
李克用,管理,河东
巢,去往,中牟
巢,去往,封丘
时溥,杀,巢
狼虎谷,属于,泰山
全忠,任职,检校司徒
全忠,任职,同中书门下平章事
全忠,任职,沛郡侯
安师儒,任职,节度使
张骁,任职,留后
张骁,任职,牙将
张骁,杀,师儒
胡真,任职,留后
朱瑾,管理,兖州
朱宣,管理,郓州
宗权,去往,蔡
宗权,杀,晊
高骈,任职,淮南节度使
王,任职,淮南节度使
行密,任职,副使
李璠,任职,行军司马
李璠,任职,留后
璠,去往,扬州
王,去往,淮南
赵德諲,任职,节度使
王,任职,蔡州四面行营都统
德諲,任职,副
乐彦贞,任职,节度使
乐彦贞,子,从训
罕之,去往,河东
时溥,任职,东南面都统
溥,任职,都统
刘瓒,任职,楚州刺史
申丛,任职,淮西牙将
郭璠,任职,别将
郭璠,杀,丛
李璠,任职,行军司马
郭璠,任职,淮西留后
王,任职,东平王
朱珍,杀,李唐宾
王,去往,萧县
秦宗权,弟,宗衡
孙儒,杀,宗衡
行密,去往,宣州
张筠,任职,宿州将
张筠,依附,时溥
张浚,任职,宰相
浚,任职,太原四面行营都统
王,任职,东南面招讨使
冯霸,任职,河东叛将
冯霸,杀,李克恭
葛从周,管理,潞州
从周,去往,河阳
王,去往,河阳
王,任职,宣义军节度使
郭绍宾,任职,曹州将
郭绍宾,杀,郭饶
郭饶,任职,刺史
朱友裕,任职,前军
庞师古,杀,时溥
王,去往,徐州
师古,任职,留后
李克用,任职,晋王
克用,子,落落
李茂贞,管理,凤翔
天子,去往,华州
王,去往,郓州
朱友裕,任职,留后
朱瑾,去往,淮南
葛从周,任职,兖州留后
王,任职,天平军节度使
赵匡凝,父,德諲
刘仁恭,管理,幽州
王珙,任职,节度使
李璠,任职,牙将
李璠,任职,留后
朱简,子,璠
简,任职,保义军节度使
刘仁恭,管理,沧州
王,去往,洺州
刘季述,任职,唐宦者
孙德昭,任职,护驾都头
孙德昭,杀,季述
王,任职,梁王
王,任职,河中尹
王,任职,护国军节度使
崔胤,任职,宰相
李茂贞,管理,凤翔
王行瑜,管理,邠宁
韩全诲,任职,宦官
天子,去往,凤翔
胤,贬职,工部尚书
杨崇本,任职,邠州节度使
崔胤,去往,华州
李周彝,管理,鄜坊
茂贞,杀,韩全诲
崔胤,名,胤
王,任职,回天再造竭忠守正功臣
祚,任职,辉王
祚,任职,诸道兵马元帅
王,子,友伦
友伦,任职,护驾指挥使
王师范,管理,青州
刘鄩,依附,王师范
王,去往,郓州
朱友谦,杀,胤
天子,去往,华州
张全义,管理,河南
王,去往,河中
寇彦卿,任职,牙将
寇彦卿,去往,京师
天子,去往,陕州
许昭远,任职,医官
李克用,任职,晋王
李茂贞,任职,岐王
赵匡凝,任职,楚王
王建,任职,蜀王
杨行密,任职,吴王
杨崇本,依附,岐
王,去往,河中
朱友恭,杀,昭宗
氏叔琮,杀,昭宗
蒋玄晖,杀,昭宗
王,杀,朱友恭
王,杀,氏叔琮
蒋玄晖,杀,裕
裕,任职,德王
裴贽,任职,司空
王,任职,迎銮纪功碑
赵匡凝,管理,襄州
王,去往,襄州
匡凝,去往,淮南
赵匡明,任职,荆南留后
赵匡明,依附,蜀
王,任职,魏王
王,任职,相国
王,任职,天下兵马元帅
王,杀,玄晖
王,杀,太后
蒋玄晖,任职,枢密使
王,杀,柳璨
王,杀,张延范
柳璨,任职,宰相
张延范,任职,太常卿
罗绍威,管理,魏州
刘仁恭,管理,沧州
薛贻矩,任职,御史大夫
张文蔚,任职,宰相
唐主,任职,济阴王
汴州,同名于,开封府
唐东都,同名于,西都
京兆府,同名于,雍州
阿保机,隶属于,契丹
张文蔚,任职,唐相
杨涉,任职,唐相
张文蔚,任职,门下侍郎
杨涉,任职,门下侍郎
薛贻矩,任职,御史大夫
薛贻矩,任职,中书侍郎
薛贻矩,任职,同中书门下平章事
全昱,任职,广王
友文,任职,博王
友珪,任职,郢王
友璋,任职,福王
友贞,任职,均王
友徽,任职,建王
友谅,任职,衡王
友能,任职,惠王
敬翔,任职,太府卿
敬翔,任职,使
李思安,任职,潞州行营都指挥使
韩建,任职,平卢军节度使
韩建,任职,司徒
韩建,任职,同中书门下平章事
祖考,任职,皇帝
妣,任职,皇后
黯,任职,皇高祖
黯,名,宣元
黯,号,肃祖
祖妣范氏,名,宣僖
曾祖茂琳,名,光献
曾祖茂琳,号,敬祖
祖妣杨氏,名,光孝
祖信,名,昭武
祖信,号,宪祖
祖妣刘氏,名,昭懿
考诚,名,文穆
考诚,号,烈祖
妣王氏,名,文惠
阿保机,隶属于,契丹
李崧,任职,鸿胪卿
李崧,升迁,介国公
李崧,任职,二王后
刘知俊,任职,匡国军节度使
刘知俊,任职,潞州行营招讨使
于兢,任职,吏部侍郎
于兢,任职,中书侍郎
张策,任职,翰林学士
张策,任职,承旨礼部侍郎
张策,任职,刑部侍郎
张策,任职,同中书门下平章事
康怀英,任职,潞州行营都虞候
刘知俊,任职,忠武军节度使
刘知俊,任职,西路行营招讨使
王师范,任职,右金吾卫上将军
友文,任职,博王
杨涉,任职,左仆射
杨涉,任职,同中书门下平章事
介国公,任职,三恪
巂阝国公,任职,二王后
莱国公,任职,二王后
高万兴,管理,延州
大諲譔,任职,渤海国王
杨师厚,任职,山南东道节度使
杨师厚,任职,潞州四面行营招讨使
刘知俊,名,知俊
王重师,任职,佑国军节度使
刘捍,任职,佑国军节度使
刘知俊,依附,岐
刘捍,叛附,岐
朱友谦,任职,冀王
朱友谦,任职,同州东面行营招讨使
刘知俊,依附,岐
李稠,任职,刺史
李稠,名,稠
稠,依附,岐
王班,任职,留后
杨虔,任职,房州刺史
杨虔,叛附,蜀
张敬方,任职,均州刺史
陈晖,任职,行营招讨使
陈晖,任职,左卫上将军
王檀,任职,保义军节度使
王檀,任职,潞州东面行营招讨使
赵光逢,任职,太常卿
赵光逢,任职,中书侍郎
杜晓,任职,翰林学士承旨工部侍郎
杜晓,任职,户部侍郎
杜晓,任职,同中书门下平章事
康怀英,任职,镇国军节度使
康怀英,名,怀英
张宗奭,任职,河南尹
杨师厚,任职,护国军节度使
杨师厚,任职,西路行营招讨使
王景仁,任职,宁国军节度使
王景仁,任职,北面行营招讨使
王熔,任职,赵王
王熔,叛附,晋
王处直,任职,北平王
王处直,叛附,晋
杨师厚,任职,天雄军节度使
杨师厚,任职,北面行营招讨使
阿保机,隶属于,契丹
卢玭,任职,光禄卿
孙骘,任职,左散骑常侍
张衍,任职,右谏议大夫
张俊,任职,兵部郎中
友珪,任职,郢王
鲁桓公,杀,隐公
宣公,杀,子赤
公孙剽,隶属于,卫
公孙剽,依附,衎
少典,子,黄帝
黄帝,姓,公孙
黄帝,名,轩辕
黄帝,杀,蚩尤
轩辕,同名于,神农氏
黄帝,位于,轩辕之丘
玄嚣,同名于,青阳
黄帝,子,玄嚣
黄帝,子,昌意
昌意,妻,昌仆
昌意,子,高阳
黄帝,葬于,桥山
昌意,子,高阳
高阳,同名于,帝颛顼
高辛,同名于,帝喾
帝颛顼,子,穷蝉
黄帝,玄孙,高辛
高辛,父,蟜极
蟜极,父,玄嚣
玄嚣,父,黄帝
帝喾,子,挚
挚,同名于,帝挚
放勋,同名于,帝尧
帝尧,同名于,放勋
羲仲,位于,郁夷
郁夷,同名于,旸谷
羲叔,位于,南交
和仲,位于,西土
西土,同名于,昧谷
尧,子,丹朱
文祖,祖先,尧
共工,任职,工师
共工,去往,幽陵
驩兜,去往,崇山
三苗,去往,三危
鲧,去往,羽山
尧,子,丹朱
舜,去往,中国
重华,父,瞽叟
瞽叟,父,桥牛
桥牛,父,句望
句望,父,敬康
敬康,父,穷蝉
穷蝉,父,帝颛顼
颛顼,父,昌意
舜,父,瞽叟
瞽叟,子,象
舜,出生地,冀州
舜,弟,象
舜,位于,妫汭
舜,去往,文祖
伯禹,任职,司空
契,任职,司徒
皋陶,任职,士
垂,任职,共工
益,任职,朕虞
伯夷,任职,秩宗
夔,任职,典乐
龙,任职,纳言
皋陶,任职,大理
伯夷,任职,礼
垂,任职,工师
益,任职,虞
弃,任职,稷
契,任职,司徒
龙,任职,宾客
江南九疑,同名于,零陵
舜,子,商
尧,子,丹朱
舜,子,商
黄帝,号,有熊
帝颛顼,号,高阳
帝喾,号,高辛
帝尧,号,陶唐
帝舜,号,有虞
帝禹,号,夏后
帝禹,姓,姒氏
契,姓,子氏
弃,姓,姬氏